Unnamed: 0,PRODUCTO,OT REFERENCIA,CODIGO,PESO,MATERIA PRIMA,PROCESO FINAL,PESO ARMADO ,FAMILIA,MAQUINA,ETAPA,STD,N° ETAPA
Empalme 38x5x150,Empalme 38x5x150,34770.0,9821911120-7,0.221,,,0.221,OTROS PRODUCTOS GV F,,,,
Escalines 3/4x283x183mm,Escalines 3/4x283x183mm,34974.0,9821410100-9,1.53,,,1.53,OTROS PRODUCTOS GV F,,,,
Escuadra Montaje Descon. Aereo,Escuadra Montaje Descon. Aereo,36151.0,9822510200-7,3.8,,,3.8,OTROS PRODUCTOS GV F,,,,
Escuadra Unión 50x80x370mm,Escuadra Unión 50x80x370mm,36064.0,9822510120-5,1.909,,,1.909,OTROS PRODUCTOS GV F,,,,
Eslabón Angular Estampado perf.18ESTAMPAR,Eslabón Angular Estampado perf.18,34844.0,9822420010-2,0.453,,,0.453,ESLABONES GV C,PRENSA FR - 10,ESTAMPAR,38.0,1.0
Eslabón Angular Estampado perf.18REBABAR,Eslabón Angular Estampado perf.18,34844.0,9822420010-3,0.453,,,0.453,ESLABONES GV C,PRENSA EX - 11,REBABAR,170.0,2.0
Eslabón Angular Estampado perf.18PERFORAR18,Eslabón Angular Estampado perf.18,34844.0,9822420010-2,0.453,,,0.453,ESLABONES GV C,PRENSA EX - 15,PERFORAR18,160.0,3.0
Eslabón Angular Estampado perf.18PERF OVALADA,Eslabón Angular Estampado perf.18,34844.0,9822420010-2,0.453,,,0.453,ESLABONES GV C,PRENSA EX - 15,PERF OVALADA,160.0,4.0
Eslabón Angular Estampado perf.18DOBLAR,Eslabón Angular Estampado perf.18,34844.0,9822420010-3,0.453,,T,0.453,ESLABONES GV C,PRENSA FR - 04,DOBLAR,383.0,5.0
Eslabón Angular p/Tirante perf.14,Eslabón Angular p/Tirante perf.14,35395.0,9822410108-2,0.495,,,0.495,ESLABONES GV C,,,,
Eslabón Angular p/Tirante perf.18,Eslabón Angular p/Tirante perf.18,34722.0,9822410110-4,0.495,,,0.495,ESLABONES GV C,,,,
Eslabón Angular p/Tirante perf.21,Eslabón Angular p/Tirante perf.21,34586.0,9822410170-8,0.5,,,0.5,ESLABONES GV C,,,,
Eslabón Angular c/Pletina Soldada perf. 21,Eslabón Angular c/Pletina Soldada perf. 21,38853.0,9822410160-0,0.53,,,0.53,ESLABONES GV C,,,,
Eslabón Simple 12mm,Eslabón Simple 12mm,34839.0,9822410140-6,0.175,,,0.175,ESLABONES GV C,,,,
Eslabón Simple 16mm,Eslabón Simple 16mm,34822.0,9822410150-3,0.4,,,0.4,ESLABONES GV C,,,,
Espaciador p/Cable DAC,Espaciador p/Cable DAC,36020.0,9822710130-K,2.8,,,2.8,OTROS PRODUCTOS GV F,,,,
Espaciador p/5 Soporte de 1 vía ,Espaciador p/5 Soporte de 1 vía ,35198.0,9822710100-8,13.1,,,13.1,OTROS PRODUCTOS GV F,,,,
Espaciador p/Tir. Recto 910x700x600,Espaciador p/Tir. Recto 910x700x600,34792.0,9822710230-6,12.8,,,12.8,OTROS PRODUCTOS GV F,,,,
Espárrago HAE 5/8x368x60x8,Espárrago HAE 5/8x368x60x8,35418.0,6000100120-8,0.581,,,0.581,OTROS PRODUCTOS GV F,,,,
Espárrago HAE 1.1/8x835,Espárrago HAE 1.1/8x835,34973.0,1B21236775-5,3.7,,,3.7,OTROS PRODUCTOS GV F,,,,
Espárrago HAE 1/2x560x65,Espárrago HAE 1/2x560x65,35791.0,1B21216008-5,0.596,,,0.596,OTROS PRODUCTOS GV F,,,,
Espárrago HTL 5/8x400,Espárrago HTL 5/8x400,34535.0,1A21200100-2,0.446,,,0.446,OTROS PRODUCTOS GV F,,,,
Espárrago M16x130,Espárrago M16x130,35072.0,1A24016139-9,0.25,,,0.25,OTROS PRODUCTOS GV F,,,,
"Espiga 3/4x126x181 caps. 1"" Poliamida","Espiga 3/4x126x181 caps. 1"" Poliamida",35898.0,8706200450-7,0.436,,,0.436,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x126x274 caps.1""","Espiga 3/4x126x274 caps.1""",33598.0,8705200450-9,0.75,,,0.75,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x126x274 caps.1"" PoliamidaESTAMPAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,,0.641,ESPIGAS GV C,PRENSA FR - 06,ESTAMPAR,96.0,1.0
"Espiga 3/4x126x274 caps.1"" PoliamidaREBABAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,,,,FAMAE - 02,REBABAR,250.0,2.0
"Espiga 3/4x126x274 caps.1"" PoliamidaREBAJAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,,,,PUNT 2 CAB,REBAJAR,150.0,3.0
"Espiga 3/4x126x274 caps.1"" PoliamidaESTRIAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,,,,PRENSA FR - 11,ESTRIAR,230.0,4.0
"Espiga 3/4x126x274 caps.1"" PoliamidaPUNTEAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,,,,PUNT PER,PUNTEAR,140.0,5.0
"Espiga 3/4x126x274 caps.1"" PoliamidaTERRAJAR","Espiga 3/4x126x274 caps.1"" Poliamida",35897.0,8707200400-9,0.641,,T,,,TERR PER - 05,TERRAJAR,120.0,6.0
"Espiga 3/4x155x210 caps.1"" Poliamida","Espiga 3/4x155x210 caps.1"" Poliamida",34486.0,8706200600-3,0.507,,,0.507,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x210 caps.1.3/8"" Poliamida","Espiga 3/4x155x210 caps.1.3/8"" Poliamida",34669.0,8706200650-K,0.56,,,0.56,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x295 caps.1"" Poliamida","Espiga 3/4x155x295 caps.1"" Poliamida",35038.0,8707200550-1,0.712,,,0.712,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x295 caps.1"" Poliamida c/HOR","Espiga 3/4x155x295 caps.1"" Poliamida c/HOR",36240.0,8709200160-K,0.712,,,0.712,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x295 caps.1.3/8"" Poliamida","Espiga 3/4x155x295 caps.1.3/8"" Poliamida",34951.0,8706200670-4,0.741,,,0.741,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR","Espiga 3/4x155x295 caps.1.3/8"" Poliamida c/HOR",36097.0,8709200150-2,0.741,,,0.741,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x155x303 caps.1"" Poliamida","Espiga 3/4x155x303 caps.1"" Poliamida",35466.0,8707200600-1,0.697,,,0.697,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x183x333 caps.1.3/8""","Espiga 3/4x183x333 caps.1.3/8""",34972.0,8705200670-6,1.161,,,1.161,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x183x333 caps.1.3/8"" Poliamida","Espiga 3/4x183x333 caps.1.3/8"" Poliamida",35900.0,8707200670-2,0.82,,,0.82,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x183x233 caps 1.3/8""","Espiga 3/4x183x233 caps 1.3/8""",35146.0,8704200638-4,0.935,1020 3/4,,0.935,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x183x233 caps 1.3/8"" Poliamida","Espiga 3/4x183x233 caps 1.3/8"" Poliamida",35899.0,8706200638-0,0.598,,,0.598,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x185x240 caps.1.3/8""","Espiga 3/4x185x240 caps.1.3/8""",34880.0,8704200640-6,0.951,,,0.951,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x185x240 caps.1.3/8"" Poliamida","Espiga 3/4x185x240 caps.1.3/8"" Poliamida",35247.0,8706200640-2,0.624,1020 3/4,,0.624,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x190x340 caps.1.3/8"" ","Espiga 3/4x190x340 caps.1.3/8"" ",34647.0,8705200685-4,1.167,,,1.167,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x190x340 caps.1.3/8"" Poliamida","Espiga 3/4x190x340 caps.1.3/8"" Poliamida",35176.0,8707200685-0,0.833,1020 3/4,,0.833,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x200x250 caps.1.3/8"" Poliamida","Espiga 3/4x200x250 caps.1.3/8"" Poliamida",34751.0,8706200680-1,0.641,,,0.641,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x200x350 caps.1"" Poliamida","Espiga 3/4x200x350 caps.1"" Poliamida",35808.0,8709200050-6,0.812,,,0.812,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x200x350 caps.1.3/8"" Poliamida C/M","Espiga 3/4x200x350 caps.1.3/8"" Poliamida C/M",34836.0,8707200720-2,0.844,,,0.844,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x200x350 caps.1.3/8"" Poliamida C/H","Espiga 3/4x200x350 caps.1.3/8"" Poliamida C/H",35810.0,8709200060-3,0.844,,,0.844,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x220x270 caps.1"" Poliamida","Espiga 3/4x220x270 caps.1"" Poliamida",34528.0,8706200070-6,0.638,,,0.638,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x220x270 caps.1.3/8"" Poliamida","Espiga 3/4x220x270 caps.1.3/8"" Poliamida",34637.0,8706200100-1,0.7,,,0.7,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x220x375 caps.1"" Poliamida","Espiga 3/4x220x375 caps.1"" Poliamida",34733.0,8709200100-6,0.86,,,0.86,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x220x375 caps.1.3/8"" Poliamida","Espiga 3/4x220x375 caps.1.3/8"" Poliamida",34687.0,8709200110-3,0.929,,,0.929,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x250x300 caps.1"" Poliamida","Espiga 3/4x250x300 caps.1"" Poliamida",35468.0,8706200790-5,0.695,,,0.695,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x250x300 caps.1.3/8""","Espiga 3/4x250x300 caps.1.3/8""",35031.0,8704200810-7,1.226,,,1.226,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x250x300 caps.1.3/8"" Poliamida","Espiga 3/4x250x300 caps.1.3/8"" Poliamida",34813.0,8706200700-K,0.758,,,0.758,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x250x400 caps.1""","Espiga 3/4x250x400 caps.1""",34984.0,8705200800-8,1.042,,,1.042,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 3/4x250x400 caps.1.3/8"" Poliamida","Espiga 3/4x250x400 caps.1.3/8"" Poliamida",34600.0,8707200820-9,0.98,,,0.98,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x150x200 caps.1""","Espiga 5/8x150x200 caps.1""",34469.0,8704200200-1,0.514,,,0.514,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x150x200 caps.1"" Poliamida","Espiga 5/8x150x200 caps.1"" Poliamida",34900.0,8706200800-6,0.372,,,0.372,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x150x300 caps.1"" ","Espiga 5/8x150x300 caps.1"" ",34481.0,8705200200-K,0.681,,,0.681,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x150x300 caps.1"" Poliamida","Espiga 5/8x150x300 caps.1"" Poliamida",34261.0,8707200200-6,0.521,,,0.521,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x155x210 caps.1""","Espiga 5/8x155x210 caps.1""",34858.0,8704200210-9,0.514,,,0.514,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga 5/8x155x210 caps.1"" Poliamida","Espiga 5/8x155x210 caps.1"" Poliamida",35249.0,8706200210-5,0.388,,,0.388,ESPIGAS GV C,PRENSA FR - 06,,,
"Espiga Punta Poste caps.1""","Espiga Punta Poste caps.1""",34625.0,8721232100-K,1.125,,,1.125,ESPIGAS GV C,,,,
"Espiga Punta Poste caps.1"" Poliamida","Espiga Punta Poste caps.1"" Poliamida",35890.0,8731232100-7,0.955,,,0.955,ESPIGAS GV C,,,,
"Espiga Punta Poste caps.1.3/8"" Poliamida","Espiga Punta Poste caps.1.3/8"" Poliamida",35998.0,8731244100-2,1.795,,,1.795,ESPIGAS GV C,,,,
Extensión p/Soporte de Paso 500x800x1300,Extensión p/Soporte de Paso 500x800x1300,35816.0,9823010200-7,29.648,,,29.648,OTROS PRODUCTOS GV F,,,,
Estribo Metálico p/Brazo Tipo L,Estribo Metálico p/Brazo Tipo L,35895.0,9821910390-5,1.362,,,1.362,OTROS PRODUCTOS GV F,,,,
Estribo p/Soporte L 622x650 70x170,Estribo p/Soporte L 622x650 70x170,36373.0,9821900610-1,0.52,,,0.52,OTROS PRODUCTOS GV C,,,,
Fe Angulo 50x50x4x410,Fe Angulo 50x50x4x410,34413.0,9822110070-0,1.2,,,1.2,Fe ANGULOS GV F,,,,
Fe Angulo 50x50x5x410,Fe Angulo 50x50x5x410,38689.0,9822110080-8,1.64,,,1.64,Fe ANGULOS GV F,,,,
Fe Angulo 65x65x6x410 GV,Fe Angulo 65x65x6x410 GV,36274.0,9822110082-4,2.65,,,2.65,Fe ANGULOS GV F,,,,
Fe Angulo 80x80x8x410 Am/Rey,Fe Angulo 80x80x8x410 Am/Rey,34437.0,9822110101-4,3.9,,,3.9,Fe ANGULOS GV F,,,,
Fe Angulo 80x80x8x410 GV,Fe Angulo 80x80x8x410 GV,34638.0,9822110100-6,3.9,,,3.9,Fe ANGULOS GV F,,,,
Fe Angulo c/gancho 80x80x6x375,Fe Angulo c/gancho 80x80x6x375,34639.0,9822110121-9,3.306,,,3.306,Fe ANGULOS GV F,,,,
Fijación p/Cañería 1.1/2-2 - 1/2x300x100,Fijación p/Cañería 1.1/2-2 - 1/2x300x100,34717.0,C621000400-8,0.378,1020 1/2,,0.378,FIJACIONES,,,,
Fijación p/Cañería 2.1/2 - 1/2x300x100,Fijación p/Cañería 2.1/2 - 1/2x300x100,36306.0,C621000430-K,0.378,,,0.378,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x10x3H,Fijación p/Cañería 1/2 - 1/2x10x3H,34533.0,C621000235-8,0.262,1020 1/2,,0.262,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x11.1/2,Fijación p/Cañería 1/2 - 1/2x11.1/2,34830.0,C621000250-1,0.316,1020 1/2,,0.316,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x130,Fijación p/Cañería 1/2 - 1/2x130,34878.0,C621000180-7,0.168,1020 1/2,,0.168,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x13x6H,Fijación p/Cañería 1/2 - 1/2x13x6H,34534.0,C621000255-2,1.312,1020 1/2,,1.312,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x5.1/2,Fijación p/Cañería 1/2 - 1/2x5.1/2,34225.0,C621000195-5,0.185,1020 1/2,,0.185,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x150x75,Fijación p/Cañería 1/2 - 1/2x150x75,35577.0,C621000150-5,0.2086,1020 1/2,,0.2086,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x8x5H,Fijación p/Cañería 1/2 - 1/2x8x5H,34532.0,C621000227-7,0.257,1020 1/2,,0.257,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x9x3H,Fijación p/Cañería 1/2 - 1/2x9x3H,34508.0,C621000230-7,0.282,1020 1/2,,0.282,FIJACIONES,,,,
Fijación p/Cañería 1/2 - 1/2x292x100,Fijación p/Cañería 1/2 - 1/2x292x100,36507.0,C621000348-6,0.35,1020 1/2,,0.35,FIJACIONES,,,,
Fijación p/Cañería 1 - 1/2x300x100,Fijación p/Cañería 1 - 1/2x300x100,35674.0,C621000350-8,0.35,1020 1/2,,0.35,FIJACIONES,,,,
Fijación p/Cañería 1 - 1/2x380x100,Fijación p/Cañería 1 - 1/2x380x100,36658.0,C621000360-5,0.441,1020 1/2,,0.441,FIJACIONES,,,,
Fijación p/Cañería 3 - 1/2x300x100,Fijación p/Cañería 3 - 1/2x300x100,34743.0,C621000450-4,0.443,1020 1/2,,0.443,FIJACIONES,,,,
Fijación p/Cañería 4 - 1/2x300x100,Fijación p/Cañería 4 - 1/2x300x100,34744.0,C621000500-4,0.485,1020 1/2,,0.485,FIJACIONES,,,,
Fijación p/Cañería 4 - 5/8x12x4H,Fijación p/Cañería 4 - 5/8x12x4H,38880.0,C621000552-7,0.771,1020 5/8,,0.805,FIJACIONES,,,,
Fijación p/Cañería M110 - 1/2x300x100,Fijación p/Cañería M110 - 1/2x300x100,34555.0,C621000344-3,0.565,1020 1/2,,0.565,FIJACIONES,,,,
Fijación p/Cañería M32 - 1/2x300x100,Fijación p/Cañería M32 - 1/2x300x100,34745.0,C621000320-6,0.31,1020 1/2,,0.31,FIJACIONES,,,,
Fijación p/Cañería M50 - 1/2x300,Fijación p/Cañería M50 - 1/2x300,34829.0,C621000340-0,0.31,1020 1/2,,0.31,FIJACIONES,,,,
Fijación p/Cañería M75 - 1/2x300x100,Fijación p/Cañería M75 - 1/2x300x100,34406.0,C621000342-7,0.46,1020 1/2,,0.46,FIJACIONES,,,,
Gancho p/Cruceta Remate 5/8x255,Gancho p/Cruceta Remate 5/8x255,35796.0,9100200030-5,0.4,,,0.4,CRUCETAS TELEFONICAS GV F,,,,
Gancho p/Cruceta Rem Final 3/4x280,Gancho p/Cruceta Rem Final 3/4x280,35303.0,9100200020-8,0.0626,1020 3/4,,0.0626,CRUCETAS TELEFONICAS GV F,,,,
Gancho p/Cruceta Riostra 50x5x230mm,Gancho p/Cruceta Riostra 50x5x230mm,37992.0,9100200040-2,0.368,,,0.368,CRUCETAS TELEFONICAS GV F,,,,
Gancho p/Regleta 4.1/2,Gancho p/Regleta 4.1/2,34825.0,9100219045-7,0.296,38x5,,0.296,OTROS PRODUCTOS GV F,,,,
Gancho p/Regleta 7.1/2,Gancho p/Regleta 7.1/2,36114.0,9100219050-3,0.42,,,0.42,OTROS PRODUCTOS GV F,,,,
Gancho p/Regleta Tipo 1  240mm,Gancho p/Regleta Tipo 1  240mm,35033.0,9100219060-0,0.675,,,0.675,OTROS PRODUCTOS GV F,,,,
Gancho T/Araña,Gancho T/Araña,34447.0,9100219020-1,2.075,,,2.075,OTROS PRODUCTOS GV C,,,,
Golilla 32x5x25 p/Soporte Tipo L,Golilla 32x5x25 p/Soporte Tipo L,35238.0,6000100290-5,0.03,32x5,,0.03,OTROS SOPORTES GV F,,,,
Golilla 32x32x5x12,Golilla 32x32x5x12,38902.0,7303232050-0,0.034,,,0.034,GOLILLAS REPARTICION,,,,
Golilla 100x100x5x18,Golilla 100x100x5x18,34954.0,73032A8050-K,0.3864,,,0.3864,GOLILLAS REPARTICION,,,,
Golilla 100x100x5x21,Golilla 100x100x5x21,35289.0,73032A8060-7,0.3892,,,0.3892,GOLILLAS REPARTICION,,,,
Golilla 100x100x6x21,Golilla 100x100x6x21,34955.0,73032A8080-1,0.45,,,0.45,GOLILLAS REPARTICION,,,,
Golilla 100x100x12x21,Golilla 100x100x12x21,35184.0,73032A8120-4,1.25,,,1.25,GOLILLAS REPARTICION,,,,
Golilla 38x38x3x14,Golilla 38x38x3x14,34574.0,7303238050-3,0.035,,,0.035,GOLILLAS REPARTICION,,,,
Golilla 40x40x5x14,Golilla 40x40x5x14,35052.0,7303240095-4,0.0532,,,0.0532,GOLILLAS REPARTICION,,,,
Golilla 40x40x5x18,Golilla 40x40x5x18,34757.0,7303240105-5,0.048,,,0.048,GOLILLAS REPARTICION,,,,
Golilla 40x40x5x21,Golilla 40x40x5x21,34765.0,7303240110-1,0.0446,,,0.0446,GOLILLAS REPARTICION,,,,
Golilla 50x50x5x18,Golilla 50x50x5x18,34953.0,7303250130-0,0.09,,,0.09,GOLILLAS REPARTICION,,,,
Golilla 50x50x5x21,Golilla 50x50x5x21,34952.0,7303250150-5,0.086,,,0.086,GOLILLAS REPARTICION,,,,
Golilla 76x76x5x18,Golilla 76x76x5x18,34464.0,7303276050-0,0.227,,,0.227,GOLILLAS REPARTICION,,,,
Golilla Copa 81x22x17x6 - 22,Golilla Copa 81x22x17x6 - 22,35291.0,3720081022-9,0.463,,,0.463,OTROS PRODUCTOS NG F,,,,
Golilla Descentrada 47x47x5x21,Golilla Descentrada 47x47x5x21,35083.0,6000100015-5,0.08,,,0.08,OTROS PRODUCTOS NG F,,,,
Golilla Descentrada 50x50x5x18,Golilla Descentrada 50x50x5x18,36052.0,6000100018-K,0.09,,,0.09,OTROS PRODUCTOS NG F,,,,
Golilla Descentrada 50x50x5x18 NG,Golilla Descentrada 50x50x5x18 NG,36686.0,6000100340-5,0.09,,,0.09,OTROS PRODUCTOS NG F,,,,
Golilla Descentrada 50x50x5x21,Golilla Descentrada 50x50x5x21,37163.0,6000100017-1,0.09,,,0.09,OTROS PRODUCTOS NG F,,,,
"Golilla Plana Red Esp. 44x24x4(7/8"")","Golilla Plana Red Esp. 44x24x4(7/8"")",34491.0,3528010066-6,0.032,,,0.032,OTROS PRODUCTOS NG F,,,,
"Golilla Plana Red Esp. 44x27x4(1"")","Golilla Plana Red Esp. 44x27x4(1"")",34492.0,3528010070-4,0.03,,,0.03,OTROS PRODUCTOS NG F,,,,
"Grillete 12mm, ojo chico1° GOLPE","Grillete 12mm, ojo chico",34808.0,9521200007-9,0.223,1020 1/2,,0.223,GRILLETES,PRENSA FR - 04,1° GOLPE,171.0,1.0
"Grillete 12mm, ojo chico2° GOLPE","Grillete 12mm, ojo chico",34808.0,9521200007-9,0.223,1020 1/2,,0.223,GRILLETES,PRENSA FR - 04,2° GOLPE,200.0,2.0
"Grillete 12mm, ojo chicoREBABAR","Grillete 12mm, ojo chico",34808.0,9521200007-9,0.223,1020 1/2,,0.223,GRILLETES,FAMAE - 02,REBABAR,240.0,3.0
"Grillete 12mm, ojo chicoPERFORAR ","Grillete 12mm, ojo chico",34808.0,9521200007-9,0.223,1020 1/2,,0.223,GRILLETES,PRENSA EX - 16,PERFORAR ,225.0,4.0
"Grillete 12mm, ojo chicoFORJAR","Grillete 12mm, ojo chico",34808.0,9521200007-9,0.223,1020 1/2,T,0.223,GRILLETES,PRENSA FR - 05,FORJAR,175.0,5.0
"Grillete 12mm, ojo grande","Grillete 12mm, ojo grande",34759.0,9521200005-2,0.34,1020 1/2,,0.34,GRILLETES,,,,
Grillete Forjado 16mm,Grillete Forjado 16mm,36356.0,9521200008-7,0.50446,,,0.50446,GRILLETES,,,,
"Grillete Forjado 16mm, perf.21","Grillete Forjado 16mm, perf.21",34791.0,9521200008-7,0.504,,,0.504,GRILLETES,,,,
"Grillete recto 14mm, perf.18","Grillete recto 14mm, perf.18",34242.0,9521220100-7,0.322,,,0.322,GRILLETES,,,,
"Grillete recto 14mm, perf.21","Grillete recto 14mm, perf.21",34450.0,9521220110-4,0.31,,,0.31,GRILLETES,,,,
"Grillete recto 16mm, perf.18","Grillete recto 16mm, perf.18",35423.0,9521220120-1,0.456,,,0.456,GRILLETES,,,,
"Grillete recto 16mm, perf.21","Grillete recto 16mm, perf.21",34945.0,9521220125-2,0.456,,,0.456,GRILLETES,,,,
Mordaza Prensa Conexión a tierra (clip),Mordaza Prensa Conexión a tierra (clip),34441.0,A402200010-7,0.032,,,0.032,OTROS PRODUCTOS GV F,,,,
Pasador 12x105,Pasador 12x105,32999.0,9700200660-3,0.09588,1020 1/2,,0.09588,OTROS PRODUCTOS GV C,,,,
Pasador 1/2x275,Pasador 1/2x275,34904.0,9700200310-8,0.285,1020 1/2,,0.285,OTROS PRODUCTOS GV C,,,,
Pasador 1/2x80,Pasador 1/2x80,34909.0,9700216100-5,0.088,1020 1/2,,0.088,SOPORTES REMATE,,,,
Pasador 3/4x65,Pasador 3/4x65,36357.0,9700200750-2,0.201,,,0.201,GRILLETES,,,,
Pasador 3/8x216 (c/1 perforación),Pasador 3/8x216 (c/1 perforación),34656.0,9700200130-K,0.148,,,0.148,OTROS PRODUCTOS GV C,,,,
Pasador 3/8x217 (c/2 perforaciones),Pasador 3/8x217 (c/2 perforaciones),30176.0,9700200135-0,0.133,,,0.133,OTROS PRODUCTOS GV C,,,,
Pasador 3/8x72,Pasador 3/8x72,34411.0,9700212050-3,0.054,,,0.054,SOPORTES REMATE,,,,
Pasador 5/8x50,Pasador 5/8x50,34753.0,9700220349-2,0.105,,,0.105,OTROS PRODUCTOS GV C,,,,
Pasador 5/8x60,Pasador 5/8x60,34810.0,9700200615-8,0.128,,,0.128,GRILLETES,,,,
Pasador 5/8x66,Pasador 5/8x66,35194.0,9700220370-0,0.12,,,0.12,OTROS PRODUCTOS GV C,,,,
Pasador 5/8x610,Pasador 5/8x610,34724.0,9700200500-3,0.98,1020 5/8,,0.98,OTROS PRODUCTOS GV C,,,,
Pasador 5/8x910mm,Pasador 5/8x910mm,35970.0,9700200540-2,1.47,,,1.47,OTROS PRODUCTOS GV C,,,,
Pasador Cab. Chica 5/8x2,Pasador Cab. Chica 5/8x2,34921.0,9700200419-8,0.095,,,0.095,OTROS PRODUCTOS GV C,,,,
Pasador Cab. Red 5/8x50 (28x10),Pasador Cab. Red 5/8x50 (28x10),35313.0,9700220351-4,0.105,1020 5/8,,0.105,OTROS PRODUCTOS GV C,,,,
Pasador M16x102,Pasador M16x102,34250.0,9700220450-2,0.191,,,0.191,SOPORTES REMATE,,,,
Perfil C p/Poste 80x40x4x580mm,Perfil C p/Poste 80x40x4x580mm,35204.0,6000100051-1,2.72,,,2.72,OTROS PRODUCTOS GV F,,,,
Perfil L p/Poste 40x40x5x312mm,Perfil L p/Poste 40x40x5x312mm,35205.0,6000100230-1,0.92,,,0.92,OTROS PRODUCTOS GV F,,,,
Perfil Ext. Metálica 125x45x5x2400,Perfil Ext. Metálica 125x45x5x2400,35338.0,9823000340-8,22.8,,,22.8,OTROS PRODUCTOS GV F,,,,
Perfil Ext. Metálica 80x35x5x2410,Perfil Ext. Metálica 80x35x5x2410,34771.0,9823000320-3,12.6,,,12.6,OTROS PRODUCTOS GV F,,,,
Perno Anclaje Pata Partida 1/2x6.1/2,Perno Anclaje Pata Partida 1/2x6.1/2,34445.0,2433216240-K,0.152,1020 1/2,,0.152,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Pata Partida 1/2x6.1/2x2H,Perno Anclaje Pata Partida 1/2x6.1/2x2H,37577.0,2433216230-2,0.1163,,,0.1163,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Recto HAE 3/8x550x100Hx50H,Perno Anclaje Recto HAE 3/8x550x100Hx50H,38896.0,24A1224120-4,1.826,,,1.826,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Recto 5/8x600x100H,Perno Anclaje Recto 5/8x600x100H,35390.0,24A1220090-7,0.93,,,0.93,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo J 1/2x480x100mm,Perno Anclaje Tipo J 1/2x480x100mm,35190.0,2483216480-8,0.68,1020 1/2,,0.68,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo J 7/8x2150x250H  r50,Perno Anclaje Tipo J 7/8x2150x250H  r50,35454.0,2481228500-5,6.56,1020 7/8,,6.56,PERNOS ANCLAJE GV F,,,,
